1.546449406875724e-32	2.316198916049991e-48
2.950420756954465e-15	2.2059568185292362e-20
2.2740187839443053e-21	8.092059504306514e-31
7.919597502255435e-20	4.3722613363197145e-28
1.670941666603521e-24	4.22945847145911e-35
3.7354165333469425e-24	6.708177788307888e-33
1.9894740638199685e-26	1.9026320329401526e-38
3.6208029243930165e-13	7.072218741981869e-15
5.7518689708195645e-15	3.5316174114615104e-19
3.5159494692358934e-18	2.442309111462027e-23
5.930405515769608e-31	4.565274556087981e-50
4.020632857247691e-34	1.7473544053293754e-42
1.632932184328928e-17	1.0027882279734978e-17
2.35491824771903e-14	4.599387444043289e-15
6.052174909218633e-14	4.2588927627636697e-16
1.2374727423190181e-29	2.1675098194398405e-44
8.41245141031577e-19	1.3523273077027383e-28
2.057584107349311e-22	1.3315629868371164e-27
5.833529049613723e-23	2.165638253923445e-33
1.9063582521432107e-20	4.6941524642502e-25
7.468509483198977e-21	1.4884161443639447e-30
1.286688478116237e-16	2.5305799697855594e-23
7.717939385191912e-22	1.5238664303403274e-32
1.9307007148176013e-17	4.0711245937429e-30
2.298512189220881e-53	2.528481433128602e-70
5.26977419375243e-21	3.0780287269776157e-30
6.430975337298616e-18	1.11810319986286e-21
1.765164065044035e-16	1.1378769188602625e-21
3.9408522441393574e-21	5.271060763860087e-31
1.3246515188219801e-20	1.2249966763478911e-24
7.2787229428447585e-25	8.191087129855938e-34
1.290247904585384e-23	6.879929818149451e-33
1.0572795136821027e-17	4.772518282163392e-22
8.619411814344547e-36	1.0797538255452579e-46
4.441995399734783e-20	9.608102691193877e-23
6.430746615693717e-19	6.197404252113363e-22
7.749382226536268e-27	1.1765929598720812e-32
3.571230183646656e-17	1.823373866704882e-23
3.328766023846792e-18	1.532481927371072e-23
3.877070175661158e-19	2.136661047049062e-22
4.0236818888352183e-22	8.83561877066528e-28
9.81427095283276e-25	1.9017277971291914e-32
7.463592857275807e-16	9.396503415590271e-20
1.3342198867877894e-28	1.5787255861516262e-40
1.110468980235156e-21	2.696093200660078e-23
9.760446883398232e-19	1.355872818323152e-23
9.807411195153966e-17	7.216355021797427e-23
1.8646910776038002e-17	3.814618960104525e-20
1.1753876387694347e-24	5.612078920131876e-33
3.968871360663598e-24	1.8255979569048445e-31
1.4545995097301752e-21	1.4568533494907215e-26
1.0773804415545028e-36	2.4620537426990787e-48
5.115353837947427e-31	1.1381636796601882e-46
4.681087699908503e-16	9.406924179316657e-19
1.5676597759947283e-22	5.688975168005007e-34
2.19846613226773e-25	2.696463594343191e-29
9.381058454389206e-23	4.88226145422473e-31
4.4705760689138024e-23	5.4230619770409e-34
8.045970897714478e-26	1.989683110863859e-30
7.349308709384603e-14	1.9288168321812795e-13
2.640878901127984e-17	1.0318349426138744e-21
9.499553002291553e-19	1.6494721021841223e-23
1.3935452123662851e-33	8.611372997767413e-56
1.799124635842542e-16	3.483232921592751e-25
9.79702492768054e-20	1.4294305497747209e-28
9.016769041402448e-19	3.633854338613511e-30
8.292766718163876e-26	7.865998003689864e-32
5.545223148103617e-16	5.586107083723622e-14
2.2802579530064594e-14	3.59529663674771e-18
6.433407183024007e-31	6.703687361228958e-44
7.375131241264764e-20	5.1508614479976806e-27
9.815999484795086e-24	5.933197414716549e-34
6.954588295623617e-20	2.953456045187673e-26
6.307541066945072e-23	1.4202349946703935e-31
9.463800957982399e-15	1.3016118164659604e-18
2.9179748025077506e-19	6.8020562301530275e-28
5.517974574341437e-17	8.713995530399037e-23
4.519134577132786e-21	5.865643929815764e-28
6.279491551393001e-19	1.136891844250279e-19
3.735269138331544e-32	3.748921558070553e-51
4.01471532831513e-25	8.591261589200148e-32
1.635944299441269e-26	1.4363422269874864e-32
9.048884271426739e-23	6.588869884675327e-29
4.482127421038311e-19	1.5460202512792354e-27
3.3262500947213866e-34	3.226495270077569e-58
7.764775403397038e-17	1.1497240923524952e-18
4.0959034271884003e-14	3.4955793436610724e-17
3.236005237181219e-14	3.159714114199289e-12
1.9396976096647973e-22	2.4336822125709782e-26
9.468800704608656e-22	1.1538791741188995e-24
3.85131288852671e-19	1.5851274905056987e-27
9.321448492145587e-20	9.66440057832922e-22
4.385118294421275e-17	1.7130898066196798e-23
2.7069055567764463e-13	8.650108539429849e-16
1.2552453789474597e-15	1.9699130051401127e-17
1.1024832586690853e-17	9.232273657902127e-25
2.424525626885368e-20	9.106827467471139e-27
1.4368579944464048e-16	1.608792596953873e-23
6.953335886666385e-21	1.519104406319119e-30
5.2615927595997086e-23	2.2468618903278603e-26
1.4494437847109442e-13	3.1489382851138837e-15
6.140063314557905e-24	3.413139261170855e-32
4.3616711942470117e-16	8.800510754071407e-18
2.1136005243506406e-14	6.573248508078468e-16
1.268270952157467e-16	5.806445702526374e-17
5.038448913080595e-24	3.8565082565850435e-33
3.5939077889688015e-23	7.08582717119257e-29
2.946517217338949e-27	1.0388105855762414e-36
1.0720917483452651e-34	2.593791160383531e-51
1.6042548239799503e-15	4.209670787534664e-18
5.374120887395206e-16	2.068481131345916e-22
3.203464133103963e-25	1.6249669811171155e-37
2.872130725711006e-22	2.3434744861988804e-26
3.523840286374185e-15	1.1429177678173568e-23
7.331092495430007e-25	1.4551939818456568e-40
7.001642214929358e-14	3.2961266666690206e-17
1.7500180305484738e-12	1.6136207120590147e-13
2.9111394891847923e-30	7.565064865456008e-33
3.6162718078206683e-13	3.712799054059472e-15
4.792997866082147e-28	1.880678285715353e-45
4.4675305277457775e-24	1.475799507813684e-31
5.395387682503486e-13	6.69509544967091e-20
9.779060228987936e-40	7.521117270573352e-56
2.373427783254907e-16	1.6556451376281704e-16
9.66571384725572e-19	1.710155581149237e-27
9.773735115388927e-15	2.977385033477466e-18
1.4899279374563116e-18	2.3898054016015358e-24
7.585191128151141e-20	1.349059145711015e-32
4.05315098087242e-29	4.573161248323889e-49
3.3182092132845214e-22	1.4314620912749157e-33
2.3804575215595804e-28	2.3251722175411383e-42
8.809272819279486e-20	1.4513393621826193e-28
9.900617450300276e-17	2.7291359704827615e-20
6.274285170005603e-22	5.294721568012939e-29
2.872957053182784e-25	1.490144483264922e-33
1.8256571843320323e-15	6.5069435912936484e-21
3.2824383697480652e-18	7.462698907087225e-26
1.4858093014498747e-27	1.5555995729672103e-32
1.1256345561424906e-29	6.247409802622637e-40
4.6779048236744896e-35	6.354850870318215e-53
9.061192835735943e-20	7.653709075920238e-22
7.736483299377318e-12	6.832524135851103e-13
2.4860217603542062e-20	2.3123246002365645e-24
2.3606509462667817e-27	3.481159374971945e-37
1.5904468827056216e-19	6.741295628190239e-23
8.280034535405546e-27	6.638721240957582e-34
2.9426773756536645e-25	1.9200275618448651e-34
3.4109656311948536e-16	3.102203176127306e-19
2.4989297164833056e-20	1.3085742707899317e-27
2.246934702314564e-16	1.1850400262233375e-25
7.622311374312335e-15	5.670915386358944e-22
1.7704638319549607e-17	4.551396060941772e-29
1.3177684638746789e-27	8.156716309047368e-40
1.3907276620869079e-18	1.443516771928715e-23
2.4713311113092408e-11	8.440234102396542e-12
1.196346382577322e-21	1.0071412131784874e-33
8.895787829207003e-24	5.702490221232566e-38
1.0211524910346156e-26	5.288422599086287e-31
2.6896638219077436e-13	8.834198301698147e-16
7.764628325756304e-20	5.323920914796847e-27
4.810398732714274e-15	5.820478742017093e-17
6.796549277025399e-22	2.305366639891719e-34
3.862866870835369e-20	1.2815706805064276e-25
4.7492564095662915e-19	3.428667471472575e-23
5.131124620443634e-27	2.5166137821186336e-35
1.9107979403297818e-13	3.8104666644605423e-16
1.0013105536314326e-16	4.58801313106562e-19
6.423042081091083e-13	7.591826083519127e-17
3.4586110882577163e-28	1.436324373804693e-45
4.800945566123436e-32	9.552057735696204e-46
2.1383058667990083e-26	7.082060991895087e-33
7.806871416695548e-28	1.72707461137242e-38
6.692128276236454e-30	2.8401890447792366e-43
9.738108487072266e-17	1.935031238865122e-23
4.9567494120577085e-17	7.007910389173367e-28
1.9018067074240297e-42	2.997533337801987e-57
6.06886986720631e-20	2.5594240098328673e-28
4.832171611289066e-24	4.682043659768259e-32
1.8905694949616905e-26	8.803353328733725e-35
1.1098574270923159e-20	1.9594692918251448e-24
2.353711820158339e-19	1.4049175135562657e-24
4.659217659986987e-20	3.4171869526558846e-28
5.904858134586763e-22	2.432782246751262e-30
