   9.9896459e-01   7.3191052e+00
   9.9904074e-01   7.3822009e+00
   9.9910552e-01   7.4452967e+00
   9.9916463e-01   7.5083924e+00
   9.9924191e-01   7.5714881e+00
   9.9930556e-01   7.6345839e+00
   9.9936011e-01   7.6976796e+00
   9.9940671e-01   7.7607753e+00
   9.9945218e-01   7.8238711e+00
   9.9949878e-01   7.8869668e+00
   9.9953969e-01   7.9500625e+00
   9.9958061e-01   8.0131583e+00
   9.9962493e-01   8.0762540e+00
   9.9965676e-01   8.1393497e+00
   9.9968631e-01   8.2024455e+00
   9.9971472e-01   8.2655412e+00
   9.9974541e-01   8.3286369e+00
   9.9976814e-01   8.3917327e+00
   9.9977951e-01   8.4548284e+00
   9.9979542e-01   8.5179242e+00
   9.9981588e-01   8.5810199e+00
   9.9983065e-01   8.6441156e+00
   9.9984656e-01   8.7072114e+00
   9.9985793e-01   8.7703071e+00
   9.9986702e-01   8.8334028e+00
   9.9987611e-01   8.8964986e+00
   9.9988975e-01   8.9595943e+00
   9.9989316e-01   9.0226900e+00
   9.9990112e-01   9.0857858e+00
   9.9990907e-01   9.1488815e+00
   9.9991817e-01   9.2119772e+00
   9.9992612e-01   9.2750730e+00
   9.9993067e-01   9.3381687e+00
   9.9993181e-01   9.4012644e+00
   9.9993976e-01   9.4643602e+00
   9.9994772e-01   9.5274559e+00
   9.9995340e-01   9.5905516e+00
   9.9996022e-01   9.6536474e+00
   9.9996136e-01   9.7167431e+00
   9.9996590e-01   9.7798388e+00
   9.9997272e-01   9.8429346e+00
   9.9997386e-01   9.9060303e+00
   9.9997613e-01   9.9691260e+00
   9.9997727e-01   1.0032222e+01
   9.9997841e-01   1.0095318e+01
   9.9998068e-01   1.0158413e+01
   9.9998295e-01   1.0221509e+01
   9.9998409e-01   1.0284605e+01
   9.9998522e-01   1.0347700e+01
   9.9998863e-01   1.0410796e+01
   9.9999091e-01   1.0473892e+01
   9.9999204e-01   1.0600083e+01
   9.9999318e-01   1.0663179e+01
   9.9999545e-01   1.0789371e+01
   9.9999659e-01   1.0978658e+01
   9.9999773e-01   1.1483424e+01
   9.9999886e-01   1.1672711e+01
   1.0000000e+00   1.2303668e+01
