   0.0000000e+00   0.0000000e+00
   1.1757753e-02   6.3095734e-02
   2.6791083e-02   1.2619147e-01
   4.3636095e-02   1.8928720e-01
   6.2023425e-02   2.5238294e-01
   8.1559820e-02   3.1547867e-01
   1.0234530e-01   3.7857441e-01
   1.2408322e-01   4.4167014e-01
   1.4641329e-01   5.0476588e-01
   1.6948667e-01   5.6786161e-01
   1.9282260e-01   6.3095734e-01
   2.1654496e-01   6.9405308e-01
   2.4033210e-01   7.5714881e-01
   2.6393285e-01   8.2024455e-01
   2.8775978e-01   8.8334028e-01
   3.1138894e-01   9.4643602e-01
   3.3513062e-01   1.0095318e+00
   3.5884843e-01   1.0726275e+00
   3.8225142e-01   1.1357232e+00
   4.0520546e-01   1.1988190e+00
   4.2756281e-01   1.2619147e+00
   4.4965420e-01   1.3250104e+00
   4.7137848e-01   1.3881062e+00
   4.9257312e-01   1.4512019e+00
   5.1364502e-01   1.5142976e+00
   5.3408498e-01   1.5773934e+00
   5.5395325e-01   1.6404891e+00
   5.7326006e-01   1.7035848e+00
   5.9219749e-01   1.7666806e+00
   6.1040638e-01   1.8297763e+00
   6.2795265e-01   1.8928720e+00
   6.4536595e-01   1.9559678e+00
   6.6223028e-01   2.0190635e+00
   6.7828652e-01   2.0821592e+00
   6.9362672e-01   2.1452550e+00
   7.0878166e-01   2.2083507e+00
   7.2318988e-01   2.2714464e+00
   7.3690366e-01   2.3345422e+00
   7.5012531e-01   2.3976379e+00
   7.6290256e-01   2.4607336e+00
   7.7526610e-01   2.5238294e+00
   7.8704545e-01   2.5869251e+00
   7.9822923e-01   2.6500208e+00
   8.0910160e-01   2.7131166e+00
   8.1940228e-01   2.7762123e+00
   8.2916764e-01   2.8393081e+00
   8.3868068e-01   2.9024038e+00
   8.4771068e-01   2.9654995e+00
   8.5632356e-01   3.0285953e+00
   8.6463184e-01   3.0916910e+00
   8.7237525e-01   3.1547867e+00
   8.7977996e-01   3.2178825e+00
   8.8685621e-01   3.2809782e+00
   8.9346305e-01   3.3440739e+00
   8.9978348e-01   3.4071697e+00
   9.0575044e-01   3.4702654e+00
   9.1144690e-01   3.5333611e+00
   9.1684331e-01   3.5964569e+00
   9.2182487e-01   3.6595526e+00
   9.2656434e-01   3.7226483e+00
   9.3111855e-01   3.7857441e+00
   9.3542613e-01   3.8488398e+00
   9.3951207e-01   3.9119355e+00
   9.4334343e-01   3.9750313e+00
   9.4694065e-01   4.0381270e+00
   9.5034580e-01   4.1012227e+00
   9.5348044e-01   4.1643185e+00
   9.5655939e-01   4.2274142e+00
   9.5934966e-01   4.2905099e+00
   9.6207627e-01   4.3536057e+00
   9.6454716e-01   4.4167014e+00
   9.6685666e-01   4.4797971e+00
   9.6908774e-01   4.5428929e+00
   9.7114264e-01   4.6059886e+00
   9.7315777e-01   4.6690843e+00
   9.7499105e-01   4.7321801e+00
   9.7669362e-01   4.7952758e+00
   9.7830527e-01   4.8583716e+00
   9.7979871e-01   4.9214673e+00
   9.8122738e-01   4.9845630e+00
   9.8258443e-01   5.0476588e+00
   9.8379487e-01   5.1107545e+00
   9.8495417e-01   5.1738502e+00
   9.8604527e-01   5.2369460e+00
   9.8704999e-01   5.3000417e+00
   9.8800243e-01   5.3631374e+00
   9.8888782e-01   5.4262332e+00
   9.8967204e-01   5.4893289e+00
   9.9042445e-01   5.5524246e+00
   9.9112798e-01   5.6155204e+00
   9.9179060e-01   5.6786161e+00
   9.9238161e-01   5.7417118e+00
   9.9296126e-01   5.8048076e+00
   9.9348522e-01   5.8679033e+00
   9.9398530e-01   5.9309990e+00
   9.9440924e-01   5.9940948e+00
   9.9481386e-01   6.0571905e+00
   9.9521961e-01   6.1202862e+00
   9.9555035e-01   6.1833820e+00
   9.9591178e-01   6.2464777e+00
   9.9620956e-01   6.3095734e+00
   9.9648233e-01   6.3726692e+00
   9.9673579e-01   6.4357649e+00
   9.9701766e-01   6.4988606e+00
   9.9725633e-01   6.5619564e+00
   9.9748137e-01   6.6250521e+00
   9.9766663e-01   6.6881479e+00
   9.9785644e-01   6.7512436e+00
   9.9799851e-01   6.8143393e+00
   9.9815308e-01   6.8774351e+00
   9.9829856e-01   6.9405308e+00
   9.9842472e-01   7.0036265e+00
   9.9852247e-01   7.0667223e+00
   9.9864067e-01   7.1298180e+00
   9.9876001e-01   7.1929137e+00
   9.9886457e-01   7.2560095e+00
